entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,NumberOfIssuedShares,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,TelephoneNumberOfAuditor,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,DividendPaid,ExtraordinaryDividendPaid,Dividend,AdjustmentsForDeferredTax,AdministrativeExpenses,AmortisationOfIntangibleAssets,AverageNumberOfEmployees,CostOfProduction,CurrentTaxExpense,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,DistributionCosts,EmployeeBenefitsExpense,ExchangeRateAdjustmentsOtherFinanceExpenses,ExchangeRateProfit,GrossResult,InterestIncomeFromGroupEnterprises,OtherAdjustmentsOfFinanceExpenses,OtherFinanceExpenses,OtherFinanceIncome,OtherOperatingIncome,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RemunerationOfManagementCategories,Revenue,SocialSecurityContributions,TaxExpense,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,NominalValueOfIssuedShares,Assets,CashAndCashEquivalents,CompletedDevelopmentProjects,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,DepositsLongtermLiabilitiesOtherThanProvisions,IntangibleAssets,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermInvestmentsAndReceivables,LongtermLeaseCommitments,LongtermLiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToOtherCreditInstitutions,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndAmortisationOfIntangibleAssets,IntangibleAssetsGross,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AddressOfAuditorCountry,AddressOfReportingEntityDistrictName,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DescriptionOfMethodsOfDividends,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfAdministrativeExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfCashAndCashEquivalents,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfDeferredIncomeAssets,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfDistributionCosts,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfFinanceIncomeAndExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfOtherOperatingIncomeAndExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfReceivables,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfRevenue,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfTaxExpenses,DescriptionOfSignificantEventsOccurringAfterEndOfReportingPeriod,DisclosureOfPropertyPlantAndEquipment,EmailOfReportingEntity,ExplanationOfOtherMethodsOfRecognitionAndMeasurementBasisForAssetsInPreviousPeriod,HomepageOfReportingEntity,IdentificationOfApprovedAnnualReport,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OpinionOnFinancialStatementsExtendedReview,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,RetrospectiveInformationOnContributedCapital,SignatureOfAuditorsPlace,StatementOfExecutiveAndSupervisoryBoardsResponsibilityForFinancialStatementsExtendedReview,AddressOfAuditorDistrictName,AddressOfAuditorStreetName,DescriptionOfAuditor,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard,NameAndSurnameOfMemberOfExecutiveBoard,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueBetweenOneAndFiveYears,LongtermLiabilitiesOtherThanProvisionsDueInOneYear
89669510,2017-01-01,2017-12-31,c232,,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzg5L2RhLzBiLzExYmYtNDRhNy1hMWQxLWRmNTc5NTI4YjdhOQ.pdf,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzhhLzBkLzkzLzMxMDAtNDU3NC1hYmM0LTQ1ZTVjY2UzM2UwOA.xml,2625251.0,2000.0,4.0,3400.0,2.0,2018-04-10,2018-04-10,2015-02-15,2018-04-24,,30700228.0,89669510.0,30700228.0,558.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,true,2018-04-10,+45 73 23 30 00,48207100.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25363790,indberetninger-20180424,2.5118417999999996,89669510.0,AWMAuqO2x8uVRSOdgA47,2018-04-26T06:54:19.904Z,2018-04-26T06:53:37.471Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-92-CK,2018-04-26T06:53:38.202Z,,,,,,,,,,,,1495558.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89669510,2017-01-01,2017-12-31,c33,,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzg5L2RhLzBiLzExYmYtNDRhNy1hMWQxLWRmNTc5NTI4YjdhOQ.pdf,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzhhLzBkLzkzLzMxMDAtNDU3NC1hYmM0LTQ1ZTVjY2UzM2UwOA.xml,2625251.0,2000.0,4.0,3400.0,2.0,2018-04-10,2018-04-10,2015-02-15,2018-04-24,,30700228.0,89669510.0,30700228.0,558.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,true,2018-04-10,+45 73 23 30 00,48207100.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25363790,indberetninger-20180424,2.5118417999999996,89669510.0,AWMAuqO2x8uVRSOdgA47,2018-04-26T06:54:19.904Z,2018-04-26T06:53:37.471Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-92-CK,2018-04-26T06:53:38.202Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Curtis Peter Hamann,formand,,,,
89669510,2017-01-01,2017-12-31,c352,,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzg5L2RhLzBiLzExYmYtNDRhNy1hMWQxLWRmNTc5NTI4YjdhOQ.pdf,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzhhLzBkLzkzLzMxMDAtNDU3NC1hYmM0LTQ1ZTVjY2UzM2UwOA.xml,2625251.0,2000.0,4.0,3400.0,2.0,2018-04-10,2018-04-10,2015-02-15,2018-04-24,,30700228.0,89669510.0,30700228.0,558.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,true,2018-04-10,+45 73 23 30 00,48207100.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25363790,indberetninger-20180424,2.5118417999999996,89669510.0,AWMAuqO2x8uVRSOdgA47,2018-04-26T06:54:19.904Z,2018-04-26T06:53:37.471Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-92-CK,2018-04-26T06:53:38.202Z,4892004.0,0.0,5000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89669510,2017-01-01,2017-12-31,c358,,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzg5L2RhLzBiLzExYmYtNDRhNy1hMWQxLWRmNTc5NTI4YjdhOQ.pdf,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzhhLzBkLzkzLzMxMDAtNDU3NC1hYmM0LTQ1ZTVjY2UzM2UwOA.xml,2625251.0,2000.0,4.0,3400.0,2.0,2018-04-10,2018-04-10,2015-02-15,2018-04-24,,30700228.0,89669510.0,30700228.0,558.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,true,2018-04-10,+45 73 23 30 00,48207100.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25363790,indberetninger-20180424,2.5118417999999996,89669510.0,AWMAuqO2x8uVRSOdgA47,2018-04-26T06:54:19.904Z,2018-04-26T06:53:37.471Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-92-CK,2018-04-26T06:53:38.202Z,,23000000.0,0.0,20000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89669510,2017-01-01,2017-12-31,c49,,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzg5L2RhLzBiLzExYmYtNDRhNy1hMWQxLWRmNTc5NTI4YjdhOQ.pdf,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzhhLzBkLzkzLzMxMDAtNDU3NC1hYmM0LTQ1ZTVjY2UzM2UwOA.xml,2625251.0,2000.0,4.0,3400.0,2.0,2018-04-10,2018-04-10,2015-02-15,2018-04-24,,30700228.0,89669510.0,30700228.0,558.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,true,2018-04-10,+45 73 23 30 00,48207100.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25363790,indberetninger-20180424,2.5118417999999996,89669510.0,AWMAuqO2x8uVRSOdgA47,2018-04-26T06:54:19.904Z,2018-04-26T06:53:37.471Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-92-CK,2018-04-26T06:53:38.202Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beth Rhode Hamann,,,,,
89669510,2017-01-01,2017-12-31,c50,,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzg5L2RhLzBiLzExYmYtNDRhNy1hMWQxLWRmNTc5NTI4YjdhOQ.pdf,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzhhLzBkLzkzLzMxMDAtNDU3NC1hYmM0LTQ1ZTVjY2UzM2UwOA.xml,2625251.0,2000.0,4.0,3400.0,2.0,2018-04-10,2018-04-10,2015-02-15,2018-04-24,,30700228.0,89669510.0,30700228.0,558.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,true,2018-04-10,+45 73 23 30 00,48207100.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25363790,indberetninger-20180424,2.5118417999999996,89669510.0,AWMAuqO2x8uVRSOdgA47,2018-04-26T06:54:19.904Z,2018-04-26T06:53:37.471Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-92-CK,2018-04-26T06:53:38.202Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dan Nahom,,,,,
89669510,2017-01-01,2017-12-31,c76,,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzg5L2RhLzBiLzExYmYtNDRhNy1hMWQxLWRmNTc5NTI4YjdhOQ.pdf,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzhhLzBkLzkzLzMxMDAtNDU3NC1hYmM0LTQ1ZTVjY2UzM2UwOA.xml,2625251.0,2000.0,4.0,3400.0,2.0,2018-04-10,2018-04-10,2015-02-15,2018-04-24,,30700228.0,89669510.0,30700228.0,558.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,true,2018-04-10,+45 73 23 30 00,48207100.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25363790,indberetninger-20180424,2.5118417999999996,89669510.0,AWMAuqO2x8uVRSOdgA47,2018-04-26T06:54:19.904Z,2018-04-26T06:53:37.471Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-92-CK,2018-04-26T06:53:38.202Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Nielsen,,,
89669510,2017-12-31,2017-12-31,c1395,,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzg5L2RhLzBiLzExYmYtNDRhNy1hMWQxLWRmNTc5NTI4YjdhOQ.pdf,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzhhLzBkLzkzLzMxMDAtNDU3NC1hYmM0LTQ1ZTVjY2UzM2UwOA.xml,2625251.0,2000.0,4.0,3400.0,2.0,2018-04-10,2018-04-10,2015-02-15,2018-04-24,,30700228.0,89669510.0,30700228.0,558.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,true,2018-04-10,+45 73 23 30 00,48207100.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25363790,indberetninger-20180424,2.5118417999999996,89669510.0,AWMAuqO2x8uVRSOdgA47,2018-04-26T06:54:19.904Z,2018-04-26T06:53:37.471Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-92-CK,2018-04-26T06:53:38.202Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3150000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2250000.0,900000.0
89669510,2017-12-31,2017-12-31,c154,,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzg5L2RhLzBiLzExYmYtNDRhNy1hMWQxLWRmNTc5NTI4YjdhOQ.pdf,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzhhLzBkLzkzLzMxMDAtNDU3NC1hYmM0LTQ1ZTVjY2UzM2UwOA.xml,2625251.0,2000.0,4.0,3400.0,2.0,2018-04-10,2018-04-10,2015-02-15,2018-04-24,,30700228.0,89669510.0,30700228.0,558.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,true,2018-04-10,+45 73 23 30 00,48207100.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25363790,indberetninger-20180424,2.5118417999999996,89669510.0,AWMAuqO2x8uVRSOdgA47,2018-04-26T06:54:19.904Z,2018-04-26T06:53:37.471Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-92-CK,2018-04-26T06:53:38.202Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3249984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,14288426.0,17538410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89669510,2017-12-31,2017-12-31,c2032,,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzg5L2RhLzBiLzExYmYtNDRhNy1hMWQxLWRmNTc5NTI4YjdhOQ.pdf,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzhhLzBkLzkzLzMxMDAtNDU3NC1hYmM0LTQ1ZTVjY2UzM2UwOA.xml,2625251.0,2000.0,4.0,3400.0,2.0,2018-04-10,2018-04-10,2015-02-15,2018-04-24,,30700228.0,89669510.0,30700228.0,558.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,true,2018-04-10,+45 73 23 30 00,48207100.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25363790,indberetninger-20180424,2.5118417999999996,89669510.0,AWMAuqO2x8uVRSOdgA47,2018-04-26T06:54:19.904Z,2018-04-26T06:53:37.471Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-92-CK,2018-04-26T06:53:38.202Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1329794.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1329794.0,0.0
89669510,2017-12-31,2017-12-31,c233,,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzg5L2RhLzBiLzExYmYtNDRhNy1hMWQxLWRmNTc5NTI4YjdhOQ.pdf,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzhhLzBkLzkzLzMxMDAtNDU3NC1hYmM0LTQ1ZTVjY2UzM2UwOA.xml,2625251.0,2000.0,4.0,3400.0,2.0,2018-04-10,2018-04-10,2015-02-15,2018-04-24,,30700228.0,89669510.0,30700228.0,558.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,true,2018-04-10,+45 73 23 30 00,48207100.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25363790,indberetninger-20180424,2.5118417999999996,89669510.0,AWMAuqO2x8uVRSOdgA47,2018-04-26T06:54:19.904Z,2018-04-26T06:53:37.471Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-92-CK,2018-04-26T06:53:38.202Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3688953.0,,,,,,,,,,,,,,,,17648712.0,21337665.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89669510,2017-12-31,2017-12-31,c314,,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzg5L2RhLzBiLzExYmYtNDRhNy1hMWQxLWRmNTc5NTI4YjdhOQ.pdf,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzhhLzBkLzkzLzMxMDAtNDU3NC1hYmM0LTQ1ZTVjY2UzM2UwOA.xml,2625251.0,2000.0,4.0,3400.0,2.0,2018-04-10,2018-04-10,2015-02-15,2018-04-24,558000.0,30700228.0,89669510.0,30700228.0,558.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,true,2018-04-10,+45 73 23 30 00,48207100.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25363790,indberetninger-20180424,2.5118417999999996,89669510.0,AWMAuqO2x8uVRSOdgA47,2018-04-26T06:54:19.904Z,2018-04-26T06:53:37.471Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-92-CK,2018-04-26T06:53:38.202Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89669510,2017-12-31,2017-12-31,c353,,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzg5L2RhLzBiLzExYmYtNDRhNy1hMWQxLWRmNTc5NTI4YjdhOQ.pdf,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzhhLzBkLzkzLzMxMDAtNDU3NC1hYmM0LTQ1ZTVjY2UzM2UwOA.xml,2625251.0,2000.0,4.0,3400.0,2.0,2018-04-10,2018-04-10,2015-02-15,2018-04-24,9888817.0,30700228.0,89669510.0,30700228.0,558.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,true,2018-04-10,+45 73 23 30 00,48207100.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25363790,indberetninger-20180424,2.5118417999999996,89669510.0,AWMAuqO2x8uVRSOdgA47,2018-04-26T06:54:19.904Z,2018-04-26T06:53:37.471Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-92-CK,2018-04-26T06:53:38.202Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89669510,2017-12-31,2017-12-31,c359,,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzg5L2RhLzBiLzExYmYtNDRhNy1hMWQxLWRmNTc5NTI4YjdhOQ.pdf,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzhhLzBkLzkzLzMxMDAtNDU3NC1hYmM0LTQ1ZTVjY2UzM2UwOA.xml,2625251.0,2000.0,4.0,3400.0,2.0,2018-04-10,2018-04-10,2015-02-15,2018-04-24,20000000.0,30700228.0,89669510.0,30700228.0,558.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,true,2018-04-10,+45 73 23 30 00,48207100.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25363790,indberetninger-20180424,2.5118417999999996,89669510.0,AWMAuqO2x8uVRSOdgA47,2018-04-26T06:54:19.904Z,2018-04-26T06:53:37.471Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-92-CK,2018-04-26T06:53:38.202Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89669510,2017-12-31,2017-12-31,c600,,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzg5L2RhLzBiLzExYmYtNDRhNy1hMWQxLWRmNTc5NTI4YjdhOQ.pdf,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzhhLzBkLzkzLzMxMDAtNDU3NC1hYmM0LTQ1ZTVjY2UzM2UwOA.xml,2625251.0,2000.0,4.0,3400.0,2.0,2018-04-10,2018-04-10,2015-02-15,2018-04-24,,30700228.0,89669510.0,30700228.0,558.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,true,2018-04-10,+45 73 23 30 00,48207100.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25363790,indberetninger-20180424,2.5118417999999996,89669510.0,AWMAuqO2x8uVRSOdgA47,2018-04-26T06:54:19.904Z,2018-04-26T06:53:37.471Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-92-CK,2018-04-26T06:53:38.202Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3091006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2180723.0,910283.0
89669510,2017-12-31,2017-12-31,c7,,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzg5L2RhLzBiLzExYmYtNDRhNy1hMWQxLWRmNTc5NTI4YjdhOQ.pdf,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzhhLzBkLzkzLzMxMDAtNDU3NC1hYmM0LTQ1ZTVjY2UzM2UwOA.xml,2625251.0,2000.0,4.0,3400.0,2.0,2018-04-10,2018-04-10,2015-02-15,2018-04-24,30446817.0,30700228.0,89669510.0,30700228.0,558.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,true,2018-04-10,+45 73 23 30 00,48207100.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25363790,indberetninger-20180424,2.5118417999999996,89669510.0,AWMAuqO2x8uVRSOdgA47,2018-04-26T06:54:19.904Z,2018-04-26T06:53:37.471Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-92-CK,2018-04-26T06:53:38.202Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52262369.0,14890.0,3249984.0,558000.0,44583748.0,1429529.0,152526.0,1329794.0,3249984.0,10156042.0,52262369.0,21815552.0,2250000.0,739684.0,2180723.0,5760517.0,5366071.0,7678621.0,739684.0,3843003.0,428950.0,3688953.0,3688953.0,20000000.0,4789971.0,9888817.0,7850212.0,658754.0,16055035.0,1810283.0,0.0,34412816.0,29876180.0,402256.0,1892783.0,2123375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
