entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfEquity,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfOtherOperatingIncome,EmailOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfPropertyPlantAndEquipment,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,EquityRatio,GainsLossesFromCurrentValueAdjustmentsOfInvestmentProperty,GrossProfitLoss,InterestExpenseAssignedToGroupEnterprises,InvestmentInPropertyPlantAndEquipment,OtherFinanceExpenses,OtherInterestExpenses,OtherOperatingExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ResultsFromNetFinancials,ReturnOnEquity,TaxExpenseOnOrdinaryActivities,Dividend,DividendPaid,Assets,ContributedCapital,CurrentAssets,DeferredIncomeAssets,InvestmentProperty,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,LongtermPayablesToGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,PropertyPlantAndEquipmentInProgressAndPrepaymentsForPropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedRevaluationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,GrossResult,NameOfKeyFigureOrFinancialRatio,ValueOfKeyFigureOrFinancialRatio,NameAndSurnameOfMemberOfExecutiveBoard
28660677,2018-01-01,2018-12-31,c196,,http://regnskaber.virk.dk/77606682/ZG9rdW1lbnRsYWdlcjovLzAzLzYyL2UzL2VlLzMwLzMwNTgtNDg4OC05Y2QwLWExMzQ1NzNjZTA2Nw.pdf,http://regnskaber.virk.dk/77606682/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzI1LzgwLzNhLzZkMjktNGEzOS1iYWFhLWNiYmY0ZDQ5NTM4Zg.xml,40000.0,Danmark,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,"1264, KÃ¸benhavn K","Store Kongensgade, 68",kapitalejerne,"Regnskabsklasse C, mellemstor virksomhed",The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 31 December 2018 and of the company's results of its activities in the financial year 1 January to 31 December 2018.",2019-05-15,2019-05-15,2006-07-01,2019-05-21,statsautoriseret revisor,Equity,"Other operating income comprise accounting items of secondary nature in proportion to the principal activities of the enterprise, including gains on disposal of intangible and tangible fixed assets.",ck@ck.dk,,15915641.0,28660677.0,15915641.0,mne10678,The executive board has today presented the annual report of Covivio Hamburg 2 ApS for the financial year 1 January to 31 December 2018.,Ãrsrapport,0.0,1804000.0,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Iver Haugsted,Daniel Frey,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",Covivio Hamburg 2 ApS,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",Copenhagen,2017-01-01,2017-12-31,0.0,The annual report is recommended for approval by the general meeting.,2018-12-31,2018-01-01,8700000.0,2019-05-15,KÃ¸benhavn,+45 33 30 15 15,RevisionspÃ¥tegning,urn:ofk:oid:27294893,indberetninger-20180424,2.5124266,28660677.0,AWsDgLjURYGX6_YTILF3,2019-05-29T12:12:17.668Z,2019-05-29T12:11:35.316Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-31-YH,2019-05-29T12:11:35.617Z,7662000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28660677,2018-01-01,2018-12-31,c199,,http://regnskaber.virk.dk/77606682/ZG9rdW1lbnRsYWdlcjovLzAzLzYyL2UzL2VlLzMwLzMwNTgtNDg4OC05Y2QwLWExMzQ1NzNjZTA2Nw.pdf,http://regnskaber.virk.dk/77606682/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzI1LzgwLzNhLzZkMjktNGEzOS1iYWFhLWNiYmY0ZDQ5NTM4Zg.xml,40000.0,Danmark,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,"1264, KÃ¸benhavn K","Store Kongensgade, 68",kapitalejerne,"Regnskabsklasse C, mellemstor virksomhed",The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 31 December 2018 and of the company's results of its activities in the financial year 1 January to 31 December 2018.",2019-05-15,2019-05-15,2006-07-01,2019-05-21,statsautoriseret revisor,Equity,"Other operating income comprise accounting items of secondary nature in proportion to the principal activities of the enterprise, including gains on disposal of intangible and tangible fixed assets.",ck@ck.dk,,15915641.0,28660677.0,15915641.0,mne10678,The executive board has today presented the annual report of Covivio Hamburg 2 ApS for the financial year 1 January to 31 December 2018.,Ãrsrapport,0.0,1804000.0,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Iver Haugsted,Daniel Frey,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",Covivio Hamburg 2 ApS,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",Copenhagen,2017-01-01,2017-12-31,0.0,The annual report is recommended for approval by the general meeting.,2018-12-31,2018-01-01,8700000.0,2019-05-15,KÃ¸benhavn,+45 33 30 15 15,RevisionspÃ¥tegning,urn:ofk:oid:27294893,indberetninger-20180424,2.5124266,28660677.0,AWsDgLjURYGX6_YTILF3,2019-05-29T12:12:17.668Z,2019-05-29T12:11:35.316Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-31-YH,2019-05-29T12:11:35.617Z,,,,,,,,,,,,,,,745000.0,690000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28660677,2018-01-01,2018-12-31,c245,,http://regnskaber.virk.dk/77606682/ZG9rdW1lbnRsYWdlcjovLzAzLzYyL2UzL2VlLzMwLzMwNTgtNDg4OC05Y2QwLWExMzQ1NzNjZTA2Nw.pdf,http://regnskaber.virk.dk/77606682/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzI1LzgwLzNhLzZkMjktNGEzOS1iYWFhLWNiYmY0ZDQ5NTM4Zg.xml,40000.0,Danmark,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,"1264, KÃ¸benhavn K","Store Kongensgade, 68",kapitalejerne,"Regnskabsklasse C, mellemstor virksomhed",The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 31 December 2018 and of the company's results of its activities in the financial year 1 January to 31 December 2018.",2019-05-15,2019-05-15,2006-07-01,2019-05-21,statsautoriseret revisor,Equity,"Other operating income comprise accounting items of secondary nature in proportion to the principal activities of the enterprise, including gains on disposal of intangible and tangible fixed assets.",ck@ck.dk,,15915641.0,28660677.0,15915641.0,mne10678,The executive board has today presented the annual report of Covivio Hamburg 2 ApS for the financial year 1 January to 31 December 2018.,Ãrsrapport,0.0,1804000.0,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Iver Haugsted,Daniel Frey,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",Covivio Hamburg 2 ApS,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",Copenhagen,2017-01-01,2017-12-31,0.0,The annual report is recommended for approval by the general meeting.,2018-12-31,2018-01-01,8700000.0,2019-05-15,KÃ¸benhavn,+45 33 30 15 15,RevisionspÃ¥tegning,urn:ofk:oid:27294893,indberetninger-20180424,2.5124266,28660677.0,AWsDgLjURYGX6_YTILF3,2019-05-29T12:12:17.668Z,2019-05-29T12:11:35.316Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-31-YH,2019-05-29T12:11:35.617Z,0.0,0.0,,,,0.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
28660677,2018-01-01,2018-12-31,c248,,http://regnskaber.virk.dk/77606682/ZG9rdW1lbnRsYWdlcjovLzAzLzYyL2UzL2VlLzMwLzMwNTgtNDg4OC05Y2QwLWExMzQ1NzNjZTA2Nw.pdf,http://regnskaber.virk.dk/77606682/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzI1LzgwLzNhLzZkMjktNGEzOS1iYWFhLWNiYmY0ZDQ5NTM4Zg.xml,40000.0,Danmark,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,"1264, KÃ¸benhavn K","Store Kongensgade, 68",kapitalejerne,"Regnskabsklasse C, mellemstor virksomhed",The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 31 December 2018 and of the company's results of its activities in the financial year 1 January to 31 December 2018.",2019-05-15,2019-05-15,2006-07-01,2019-05-21,statsautoriseret revisor,Equity,"Other operating income comprise accounting items of secondary nature in proportion to the principal activities of the enterprise, including gains on disposal of intangible and tangible fixed assets.",ck@ck.dk,,15915641.0,28660677.0,15915641.0,mne10678,The executive board has today presented the annual report of Covivio Hamburg 2 ApS for the financial year 1 January to 31 December 2018.,Ãrsrapport,0.0,1804000.0,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Iver Haugsted,Daniel Frey,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",Covivio Hamburg 2 ApS,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",Copenhagen,2017-01-01,2017-12-31,0.0,The annual report is recommended for approval by the general meeting.,2018-12-31,2018-01-01,8700000.0,2019-05-15,KÃ¸benhavn,+45 33 30 15 15,RevisionspÃ¥tegning,urn:ofk:oid:27294893,indberetninger-20180424,2.5124266,28660677.0,AWsDgLjURYGX6_YTILF3,2019-05-29T12:12:17.668Z,2019-05-29T12:11:35.316Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-31-YH,2019-05-29T12:11:35.617Z,0.0,0.0,,,,0.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
28660677,2018-01-01,2018-12-31,c251,,http://regnskaber.virk.dk/77606682/ZG9rdW1lbnRsYWdlcjovLzAzLzYyL2UzL2VlLzMwLzMwNTgtNDg4OC05Y2QwLWExMzQ1NzNjZTA2Nw.pdf,http://regnskaber.virk.dk/77606682/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzI1LzgwLzNhLzZkMjktNGEzOS1iYWFhLWNiYmY0ZDQ5NTM4Zg.xml,40000.0,Danmark,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,"1264, KÃ¸benhavn K","Store Kongensgade, 68",kapitalejerne,"Regnskabsklasse C, mellemstor virksomhed",The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 31 December 2018 and of the company's results of its activities in the financial year 1 January to 31 December 2018.",2019-05-15,2019-05-15,2006-07-01,2019-05-21,statsautoriseret revisor,Equity,"Other operating income comprise accounting items of secondary nature in proportion to the principal activities of the enterprise, including gains on disposal of intangible and tangible fixed assets.",ck@ck.dk,,15915641.0,28660677.0,15915641.0,mne10678,The executive board has today presented the annual report of Covivio Hamburg 2 ApS for the financial year 1 January to 31 December 2018.,Ãrsrapport,0.0,1804000.0,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Iver Haugsted,Daniel Frey,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",Covivio Hamburg 2 ApS,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",Copenhagen,2017-01-01,2017-12-31,0.0,The annual report is recommended for approval by the general meeting.,2018-12-31,2018-01-01,8700000.0,2019-05-15,KÃ¸benhavn,+45 33 30 15 15,RevisionspÃ¥tegning,urn:ofk:oid:27294893,indberetninger-20180424,2.5124266,28660677.0,AWsDgLjURYGX6_YTILF3,2019-05-29T12:12:17.668Z,2019-05-29T12:11:35.316Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-31-YH,2019-05-29T12:11:35.617Z,0.0,0.0,,,,0.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
28660677,2018-01-01,2018-12-31,c390,,http://regnskaber.virk.dk/77606682/ZG9rdW1lbnRsYWdlcjovLzAzLzYyL2UzL2VlLzMwLzMwNTgtNDg4OC05Y2QwLWExMzQ1NzNjZTA2Nw.pdf,http://regnskaber.virk.dk/77606682/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzI1LzgwLzNhLzZkMjktNGEzOS1iYWFhLWNiYmY0ZDQ5NTM4Zg.xml,40000.0,Danmark,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,"1264, KÃ¸benhavn K","Store Kongensgade, 68",kapitalejerne,"Regnskabsklasse C, mellemstor virksomhed",The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 31 December 2018 and of the company's results of its activities in the financial year 1 January to 31 December 2018.",2019-05-15,2019-05-15,2006-07-01,2019-05-21,statsautoriseret revisor,Equity,"Other operating income comprise accounting items of secondary nature in proportion to the principal activities of the enterprise, including gains on disposal of intangible and tangible fixed assets.",ck@ck.dk,,15915641.0,28660677.0,15915641.0,mne10678,The executive board has today presented the annual report of Covivio Hamburg 2 ApS for the financial year 1 January to 31 December 2018.,Ãrsrapport,0.0,1804000.0,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Iver Haugsted,Daniel Frey,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",Covivio Hamburg 2 ApS,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",Copenhagen,2017-01-01,2017-12-31,0.0,The annual report is recommended for approval by the general meeting.,2018-12-31,2018-01-01,8700000.0,2019-05-15,KÃ¸benhavn,+45 33 30 15 15,RevisionspÃ¥tegning,urn:ofk:oid:27294893,indberetninger-20180424,2.5124266,28660677.0,AWsDgLjURYGX6_YTILF3,2019-05-29T12:12:17.668Z,2019-05-29T12:11:35.316Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-31-YH,2019-05-29T12:11:35.617Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28660677,2018-01-01,2018-12-31,c467,,http://regnskaber.virk.dk/77606682/ZG9rdW1lbnRsYWdlcjovLzAzLzYyL2UzL2VlLzMwLzMwNTgtNDg4OC05Y2QwLWExMzQ1NzNjZTA2Nw.pdf,http://regnskaber.virk.dk/77606682/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzI1LzgwLzNhLzZkMjktNGEzOS1iYWFhLWNiYmY0ZDQ5NTM4Zg.xml,40000.0,Danmark,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,"1264, KÃ¸benhavn K","Store Kongensgade, 68",kapitalejerne,"Regnskabsklasse C, mellemstor virksomhed",The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 31 December 2018 and of the company's results of its activities in the financial year 1 January to 31 December 2018.",2019-05-15,2019-05-15,2006-07-01,2019-05-21,statsautoriseret revisor,Equity,"Other operating income comprise accounting items of secondary nature in proportion to the principal activities of the enterprise, including gains on disposal of intangible and tangible fixed assets.",ck@ck.dk,,15915641.0,28660677.0,15915641.0,mne10678,The executive board has today presented the annual report of Covivio Hamburg 2 ApS for the financial year 1 January to 31 December 2018.,Ãrsrapport,0.0,1804000.0,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Iver Haugsted,Daniel Frey,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",Covivio Hamburg 2 ApS,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",Copenhagen,2017-01-01,2017-12-31,0.0,The annual report is recommended for approval by the general meeting.,2018-12-31,2018-01-01,8700000.0,2019-05-15,KÃ¸benhavn,+45 33 30 15 15,RevisionspÃ¥tegning,urn:ofk:oid:27294893,indberetninger-20180424,2.5124266,28660677.0,AWsDgLjURYGX6_YTILF3,2019-05-29T12:12:17.668Z,2019-05-29T12:11:35.316Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-31-YH,2019-05-29T12:11:35.617Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Likviditetsgrad,59.3,
28660677,2018-01-01,2018-12-31,c468,,http://regnskaber.virk.dk/77606682/ZG9rdW1lbnRsYWdlcjovLzAzLzYyL2UzL2VlLzMwLzMwNTgtNDg4OC05Y2QwLWExMzQ1NzNjZTA2Nw.pdf,http://regnskaber.virk.dk/77606682/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzI1LzgwLzNhLzZkMjktNGEzOS1iYWFhLWNiYmY0ZDQ5NTM4Zg.xml,40000.0,Danmark,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,"1264, KÃ¸benhavn K","Store Kongensgade, 68",kapitalejerne,"Regnskabsklasse C, mellemstor virksomhed",The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 31 December 2018 and of the company's results of its activities in the financial year 1 January to 31 December 2018.",2019-05-15,2019-05-15,2006-07-01,2019-05-21,statsautoriseret revisor,Equity,"Other operating income comprise accounting items of secondary nature in proportion to the principal activities of the enterprise, including gains on disposal of intangible and tangible fixed assets.",ck@ck.dk,,15915641.0,28660677.0,15915641.0,mne10678,The executive board has today presented the annual report of Covivio Hamburg 2 ApS for the financial year 1 January to 31 December 2018.,Ãrsrapport,0.0,1804000.0,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Iver Haugsted,Daniel Frey,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",Covivio Hamburg 2 ApS,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",Copenhagen,2017-01-01,2017-12-31,0.0,The annual report is recommended for approval by the general meeting.,2018-12-31,2018-01-01,8700000.0,2019-05-15,KÃ¸benhavn,+45 33 30 15 15,RevisionspÃ¥tegning,urn:ofk:oid:27294893,indberetninger-20180424,2.5124266,28660677.0,AWsDgLjURYGX6_YTILF3,2019-05-29T12:12:17.668Z,2019-05-29T12:11:35.316Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-31-YH,2019-05-29T12:11:35.617Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Likviditetsgrad,158.3,
28660677,2018-01-01,2018-12-31,c469,,http://regnskaber.virk.dk/77606682/ZG9rdW1lbnRsYWdlcjovLzAzLzYyL2UzL2VlLzMwLzMwNTgtNDg4OC05Y2QwLWExMzQ1NzNjZTA2Nw.pdf,http://regnskaber.virk.dk/77606682/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzI1LzgwLzNhLzZkMjktNGEzOS1iYWFhLWNiYmY0ZDQ5NTM4Zg.xml,40000.0,Danmark,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,"1264, KÃ¸benhavn K","Store Kongensgade, 68",kapitalejerne,"Regnskabsklasse C, mellemstor virksomhed",The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 31 December 2018 and of the company's results of its activities in the financial year 1 January to 31 December 2018.",2019-05-15,2019-05-15,2006-07-01,2019-05-21,statsautoriseret revisor,Equity,"Other operating income comprise accounting items of secondary nature in proportion to the principal activities of the enterprise, including gains on disposal of intangible and tangible fixed assets.",ck@ck.dk,,15915641.0,28660677.0,15915641.0,mne10678,The executive board has today presented the annual report of Covivio Hamburg 2 ApS for the financial year 1 January to 31 December 2018.,Ãrsrapport,0.0,1804000.0,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Iver Haugsted,Daniel Frey,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",Covivio Hamburg 2 ApS,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",Copenhagen,2017-01-01,2017-12-31,0.0,The annual report is recommended for approval by the general meeting.,2018-12-31,2018-01-01,8700000.0,2019-05-15,KÃ¸benhavn,+45 33 30 15 15,RevisionspÃ¥tegning,urn:ofk:oid:27294893,indberetninger-20180424,2.5124266,28660677.0,AWsDgLjURYGX6_YTILF3,2019-05-29T12:12:17.668Z,2019-05-29T12:11:35.316Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-31-YH,2019-05-29T12:11:35.617Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Likviditetsgrad,0.0,
28660677,2018-01-01,2018-12-31,c470,,http://regnskaber.virk.dk/77606682/ZG9rdW1lbnRsYWdlcjovLzAzLzYyL2UzL2VlLzMwLzMwNTgtNDg4OC05Y2QwLWExMzQ1NzNjZTA2Nw.pdf,http://regnskaber.virk.dk/77606682/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzI1LzgwLzNhLzZkMjktNGEzOS1iYWFhLWNiYmY0ZDQ5NTM4Zg.xml,40000.0,Danmark,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,"1264, KÃ¸benhavn K","Store Kongensgade, 68",kapitalejerne,"Regnskabsklasse C, mellemstor virksomhed",The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 31 December 2018 and of the company's results of its activities in the financial year 1 January to 31 December 2018.",2019-05-15,2019-05-15,2006-07-01,2019-05-21,statsautoriseret revisor,Equity,"Other operating income comprise accounting items of secondary nature in proportion to the principal activities of the enterprise, including gains on disposal of intangible and tangible fixed assets.",ck@ck.dk,,15915641.0,28660677.0,15915641.0,mne10678,The executive board has today presented the annual report of Covivio Hamburg 2 ApS for the financial year 1 January to 31 December 2018.,Ãrsrapport,0.0,1804000.0,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Iver Haugsted,Daniel Frey,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",Covivio Hamburg 2 ApS,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",Copenhagen,2017-01-01,2017-12-31,0.0,The annual report is recommended for approval by the general meeting.,2018-12-31,2018-01-01,8700000.0,2019-05-15,KÃ¸benhavn,+45 33 30 15 15,RevisionspÃ¥tegning,urn:ofk:oid:27294893,indberetninger-20180424,2.5124266,28660677.0,AWsDgLjURYGX6_YTILF3,2019-05-29T12:12:17.668Z,2019-05-29T12:11:35.316Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-31-YH,2019-05-29T12:11:35.617Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Likviditetsgrad,0.0,
